6,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.5625371932983398,2,32919
6,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.6104161739349365,-1,50391
6,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.940943717956543,0,17907
6,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.565030574798584,-1,33291
6,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.6354413032531738,-2,33291
6,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.4253566265106201,-1,33291
6,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.5731427669525146,2,32919
6,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.4101862907409668,-2,30491
6,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.6314728260040283,0,17907
6,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.4982621669769287,2,32919
6,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.5834355354309082,0,17907
6,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.6136550903320312,0,17907
6,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.512176513671875,-2,50391
